title,soup
Pretty Woman,prostitute capitalism cinderella juliaroberts richardgere ralphbellamy garrymarshall romance comedy
Crocodile Dundee II,newyork crocodile australia paulhogan lindakozlowski johnmeillon johncornell adventure comedy
Broken Horses, maríavalverde vincentd'onofrio thomasjane vidhuvinodchopra thriller mystery drama
Born on the Fourth of July,vietnamveteran posttraumaticstressdisorder bar tomcruise raymondj.barry carolinekava oliverstone drama war
Cool Runnings,winter trainer olympicgames leonrobinson douge.doug rawled.lewis jonturteltaub comedy
My Bloody Valentine,sheriff miner delusion jensenackles jaimeking kerrsmith patricklussier mystery horror
Stomp the Yard,loveatfirstsight lossofbrother breakdance columbusshort meagangood ne-yo sylvainwhite drama music
The Spy Who Loved Me,londonengland submarine england rogermoore barbarabach curdjürgens lewisgilbert adventure action thriller
Urban Legend,college murder urbanlegend aliciawitt jaredleto rebeccagayheart jamieblanks horror thriller
Good Deeds,africanamerican singlemother fiancéfiancéerelationship tylerperry phyliciarashād thandienewton tylerperry comedy drama romance
White Fang,basedonnovel gold treasure klausmariabrandauer ethanhawke seymourcassel randalkleiser action adventure drama
Superstar, mollyshannon willferrell elainehendrix brucemcculloch comedy family
The Iron Lady,capitalism primeminister argentina merylstreep anthonystewarthead harrylloyd phyllidalloyd history drama
Jonah: A VeggieTales Movie, philvischer mikenawrocki timhodge philvischer action adventure animation
Poetic Justice,lossoflover sadness losangeles janetjackson tupacamarushakur reginaking johnsingleton drama romance
All About the Benjamins,recordstore sexuality autograph icecube mikeepps tommyflanagan kevinbray action adventure comedy
Vampire in Brooklyn,vampire halfvampire eddiemurphy angelabassett allenpayne wescraven comedy horror romance
Exorcist II: The Heretic,exorcism examination pactwiththedevil lindablair richardburton louisefletcher johnboorman horror thriller fantasy
An American Haunting,witch independentfilm curse donaldsutherland sissyspacek jamesd'arcy courtneysolomon horror thriller
My Boss's Daughter, ashtonkutcher tarareid andyrichter davidzucker comedy romance
A Perfect Getaway,hawaii honeymoon doublemurder millajovovich timothyolyphant stevezahn davidtwohy thriller mystery adventure
Our Family Wedding,interracialmarriage wedding duringcreditsstinger forestwhitaker americaferrera carlosmencia rickfamuyiwa comedy
Dead Man on Campus,college drug fraternityhouse tomeverettscott mark-paulgosselaar poppymontgomery alancohn comedy
Tea with Mussolini,italy hotel lossofmother cher judidench joanplowright francozeffirelli comedy drama war
Thinner,blowjob curse fatsuit robertjohnburke joemantegna lucindajenney tomholland horror thriller
"New York, New York",newyork jazz saxophonist lizaminnelli robertdeniro lionelstander martinscorsese drama music romance
Crooklyn,blackpeople 1970s jazzmusician alfrewoodard delroylindo davidpatrickkelly spikelee comedy drama
I Think I Love My Wife, chrisrock kerrywashington ginatorres chrisrock comedy romance
Jason X,placesandplanets spacemarine future kanehodder lexadoig chuckcampbell jamesisaac horror sciencefiction
Bobby,hotel senator kitchen anthonyhopkins heathergraham ashtonkutcher emilioestevez history drama
Head Over Heels,supermodel stalking models monicapotter freddieprinzejr. shalomharlow markwaters comedy romance
Fun Size,halloween friends littlebrother victoriajustice jacksonnicoll chelseahandler joshschwartz comedy
The Diving Bell and the Butterfly,writing lover(female) psychologicalstress mathieuamalric emmanuelleseigner marie-joséecroze julianschnabel drama
Little Children,skateboarding mother americanfootball katewinslet patrickwilson jenniferconnelly toddfield romance drama
Gossip,college suspense gossip joshuajackson jamesmarsden katehudson davisguggenheim drama mystery thriller
A Walk on the Moon,adultery woodstock 1960s dianelane viggomortensen lievschreiber tonygoldwyn drama romance
Catch a Fire,policebrutality resistance southafrica timrobbins derekluke bonniehenna phillipnoyce action drama thriller
Soul Survivors,hallucination carcrash death elizadushku melissasagemiller wesbentley stephencarpenter horror mystery thriller
Jefferson in Paris,france revolution biography nicknolte gretascacchi thandienewton jamesivory drama romance
Easy Virtue, jessicabiel benbarnes kristinscottthomas stephanelliott comedy romance
Caravans, anthonyquinn jennifero'neill michaelsarrazin jamesfargo action adventure drama
Mr. Turner,painter timothyspall dorothyatkinson marionbailey mikeleigh history drama
Wild Grass,whiskey experimentalfilm wallet andrédussollier sabineazéma emmanuelledevos alainresnais drama romance
Amen.,vatican pope concentrationcamp ulrichtukur mathieukassovitz ulrichmühe costa-gavras drama history
Reign of Assassins,martialarts swordfight wuxia michelleyeoh jungwoo-sung wangxue-qi johnwoo history action
The Lucky Ones,friendship war roadtrip timrobbins rachelmcadams michaelpeña neilburger comedy drama history
Margaret,newyork bus nightmare annapaquin mattdamon markruffalo kennethlonergan drama
Stan Helsing,halloween slapstick duringcreditsstinger diorabaird leslienielsen stevehowey bozenga comedy horror
Flipped,shyness basedonnovel unrequitedlove madelinecarroll callanmcauliffe rebeccademornay robreiner romance drama
Brokeback Mountain,gay countryside homophobia heathledger jakegyllenhaal randyquaid anglee drama romance
Clueless,puberty highschool makeamatch aliciasilverstone staceydash brittanymurphy amyheckerling comedy drama romance
Far from Heaven,blackpeople wifehusbandrelationship botanist juliannemoore dennisquaid dennishaysbert toddhaynes drama romance
Hot Tub Time Machine 2,timetravel sequel hottub robcorddry craigrobinson clarkduke stevepink comedy
Quills,asylum frenchrevolution french geoffreyrush katewinslet joaquinphoenix philipkaufman drama
Seven Psychopaths,suicide alcohol sex colinfarrell samrockwell woodyharrelson martinmcdonagh comedy crime
The Caveman's Valentine,womandirector samuell.jackson colmfeore annmagnuson kasilemmons drama mystery thriller
Downfall,berlin poison dictator brunoganz alexandramarialara corinnaharfouch oliverhirschbiegel drama history war
The Sea Inside,brotherbrotherrelationship paraplegic intensivecare javierbardem belénrueda loladueñas alejandroamenábar drama
Under the Skin,malenudity scotland edinburgh scarlettjohansson kryštofhádek paulbrannigan jonathanglazer thriller sciencefiction drama
"Good Morning, Vietnam",rockandroll radiostation warcrimes robinwilliams forestwhitaker tungthanhtran barrylevinson comedy drama war
The Last Godfather, harveykeitel jasonmewes blakeclark shimhyung-rae action comedy thriller
Justin Bieber: Never Say Never,manager canada popsinger justinbieber mileycyrus usherraymond jonm.chu documentary music family
Black Swan,dancing competition sex natalieportman milakunis vincentcassel darrenaronofsky drama thriller
The Godfather: Part II,italo-american cuba vororte alpacino robertduvall dianekeaton francisfordcoppola drama crime
Save the Last Dance,balletdancer musical ballet juliastiles seanpatrickthomas kerrywashington thomascarter drama family romance
A Nightmare on Elm Street 4: The Dream Master,martialarts nightmare supernatural robertenglund tuesdayknight kensagoes rennyharlin horror thriller
Miracles from Heaven,miracle christian cure jennifergarner kylierogers martinhenderson patriciariggen drama
"Dude, Where’s My Car?",dude amnesia idiot ashtonkutcher seannwilliamscott kristyswanson dannyleiner comedy
Young Guns,corruption sheriff deputysheriff emilioestevez kiefersutherland loudiamondphillips christophercain crime action adventure
St. Vincent,babysitter friendship neighbor billmurray melissamccarthy naomiwatts theodoremelfi comedy
About Last Night,duringcreditsstinger kevinhart michaelealy reginahall stevepink comedy romance
10 Things I Hate About You,shakespeare sister highschool heathledger juliastiles josephgordon-levitt giljunger comedy romance drama
The New Guy,prison dualidentity identity djqualls elizadushku zooeydeschanel eddecter comedy family
National Lampoon's Loaded Weapon 1,cocaine police spoof emilioestevez samuell.jackson jonlovitz genequintano comedy
The Shallows,mexico beach surfer blakelively óscarjaenada angelojosuelozanocorzo jaumecollet-serra horror drama thriller
The Butterfly Effect,amnesia chaostheory blackout ashtonkutcher melorawalters amysmart ericbress sciencefiction thriller
Snow Day, chevychase chriselliott jeansmart chriskoch comedy family
This Christmas,drama family familyholiday lorettadevine delroylindo idriselba prestona.whitmoreii comedy drama
Baby Geniuses,baby genius toddler kathleenturner christopherlloyd kimcattrall bobclark sciencefiction comedy family
The Big Hit,bungee-jump darkcomedy cigarettesmoking markwahlberg loudiamondphillips christinaapplegate kirkwong action adventure comedy
Harriet the Spy,spy secret nanny michelletrachtenberg rosieo'donnell j.smith-cameron bronwenhughes comedy drama family
Child's Play 2,faithlessness puppet killertoys alexvincent jennyagutter gerritgraham johnlafia drama horror
No Good Deed,sadistic hostage sociopath idriselba tarajip.henson lesliebibb sammiller crime thriller
The Mist,fathersonrelationship monster supermarket thomasjane marciagayharden laurieholden frankdarabont sciencefiction horror thriller
Ex Machina,dancing artificialintelligence distrust domhnallgleeson aliciavikander oscarisaac alexgarland drama sciencefiction
Being John Malkovich,individual transvestism sexualidentity johncusack camerondiaz catherinekeener spikejonze fantasy drama comedy
Two Can Play That Game, vivicaa.fox morrischestnut anthonyanderson markbrown comedy romance
Earth to Echo,alien foundfootage teohalm astro ressehartwig davegreen family adventure sciencefiction
Crazy/Beautiful,lovesickness jealousy parentskidsrelationship kirstendunst jayhernandez brucedavison johnstockwell drama romance
Letters from Iwo Jima,worldwarii cave dyinganddeath kenwatanabe kazunarininomiya tsuyoshiihara clinteastwood action adventure drama
The Astronaut Farmer,nasa texas dream billybobthornton virginiamadsen maxthieriot michaelpolish adventure comedy drama
Woo,"blinddate love manhattan,newyorkcity jadapinkettsmith tommydavidson duanemartin daisyvonscherlermayer comedy romance"
Room,basedonnovel carpet isolation brielarson jacobtremblay joanallen lennyabrahamson drama thriller
Dirty Work, normmacdonald artielange jackwarden bobsaget comedy
Serial Mom,housewife protection motherlylove kathleenturner samwaterston rickilake johnwaters comedy crime horror
Dick,richardnixon watergate thewhitehouse kirstendunst michellewilliams willferrell andrewfleming comedy
Light It Up, usherraymond vanessawilliams forestwhitaker craigbolotin drama thriller
54,newyork sex nightclub ryanphillippe salmahayek breckinmeyer markchristopher music drama
Bubble Boy,lovesickness niagarafalls crush jakegyllenhaal swoosiekurtz marleyshelton blairhayes adventure comedy drama
Birthday Girl,femalenudity robbery mailorderbride nicolekidman benchaplin vincentcassel jezbutterworth comedy crime thriller
21 & Over,alcohol birthday debauchery milesteller skylarastin justinchon jonlucas comedy
"Paris, je t'aime",paris cityportrait jazz stevebuscemi natalieportman willemdafoe isabelcoixet drama romance
Resurrecting the Champ,sport samuell.jackson joshhartnett alanalda rodlurie drama
Admission,princetonuniversity admissions tinafey paulrudd michaelsheen paulweitz comedy drama romance
The Widow of Saint-Pierre,france island fisherman danielauteuil emirkusturica juliettebinoche patriceleconte romance drama
Chloe,toronto lesbian remakeoffrenchfilm juliannemoore liamneeson amandaseyfried atomegoyan drama thriller mystery
Faithful,kitchen femaleprotagonist bathtub cher chazzpalminteri ryano'neal paulmazursky comedy crime drama
Find Me Guilty,courtcase staatsanwältin familyclan vindiesel alexrocco frankpietrangolare sidneylumet drama action comedy
The Perks of Being a Wallflower,shyness secret narration loganlerman emmawatson ezramiller stephenchbosky drama romance
Excessive Force,police shoulderholster policeshootout thomasiangriffith lancehenriksen jamesearljones jonhess action
Infamous,killing deathpenalty kansas sigourneyweaver tobyjones gwynethpaltrow douglasmcgrath drama
The Claim, petermullan millajovovich wesbentley michaelwinterbottom drama romance western
The Vatican Tapes,exorcism anti-christ exorcist oliviataylordudley michaelpeña djimonhounsou markneveldine thriller horror
Attack the Block,streetgang fireworks chase nickfrost jodiewhittaker johnboyega joecornish action comedy sciencefiction
In the Land of Blood and Honey,muslim sistersisterrelationship sarajevo zanamarjanović gorankostić brankođurić angelinajolie drama romance war
